,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
183,Mon Dec 25 11:18:07 +0000 2023,1739244122760983031,"Gibran cerdas, Cak Imin butuh tambahan ilmu @05D70n  https://t.co/DiBYnyKFi9",0,0,0,0,in,1675692992265613312,1739244122760983031,IndrastiTuti,https://twitter.com/IndrastiTuti/status/1739244122760983031
184,Mon Dec 25 11:18:04 +0000 2023,1739244110899462317,"@WagimanDeep212_ wkwk kaum sapiteng 🐄sapi + banteng 🐂 bersatu emg berat lawan Gibran itu kata kaesang kak Gibran itu versi Jokowi plus plus lebih tegas dan berani dan keras ""  yg mangat kaum sapiteng jgn lupa nyembah Monas besok ya ga kangen apa? dah beberapa tahun ga di sembahin 🤣 https://t.co/ITDxH2B9Er""",0,0,0,0,in,1184695438365974528,1739235046291075206,tekarok007,https://twitter.com/tekarok007/status/1739244110899462317
185,Mon Dec 25 11:17:55 +0000 2023,1739244074480332838,"Airlangga berseru, Prabowo - Gibran pimpin Pilpres 2024 dari depan! dekade08",0,0,0,0,in,1661231406478163968,1739244074480332838,hyunaindira,https://twitter.com/hyunaindira/status/1739244074480332838
186,Mon Dec 25 11:17:51 +0000 2023,1739244057271124100,@democrazymedia Perasaan gibran bohong mulu,0,0,0,0,in,1632366473040764930,1739160291621867995,Dissa007,https://twitter.com/Dissa007/status/1739244057271124100
187,Mon Dec 25 11:17:42 +0000 2023,1739244020168347650,"@memelord_666666 multiverse sebelah malah Mahfud sama Gibran min,",0,0,0,0,in,1142784097808314369,1738709090984210760,nindhihirtinti,https://twitter.com/nindhihirtinti/status/1739244020168347650
188,Mon Dec 25 11:17:41 +0000 2023,1739244014413713901,@Chaves1305 Sesuai wangsit eyang prabu Siliwangi prabowo gibran yg bakal mempimpin Indonesia https://t.co/yvew42i2iU,0,0,0,0,in,1705430482174005248,1738968942100767165,GrahaWalan6302,https://twitter.com/GrahaWalan6302/status/1739244014413713901
189,Mon Dec 25 11:17:37 +0000 2023,1739243996688298463,@democrazymedia Waduh gibran gimana sih,0,0,0,0,in,1641441493079691274,1739160291621867995,zizipqzizi,https://twitter.com/zizipqzizi/status/1739243996688298463
190,Mon Dec 25 11:17:34 +0000 2023,1739243985670201359,"@pms_bf @DavinaSastro @habiburokhman justru al jazzera memuji gibran blog..goblog,..dibaca ah",0,0,0,0,in,2833461882,1739228212717334910,Wwn0303,https://twitter.com/Wwn0303/status/1739243985670201359
191,Mon Dec 25 11:17:32 +0000 2023,1739243978741137657,"@MurtadhaOne1 Itu baterai mas, jadi sebenernya mas gibran itu manusia tenaga listrik..",0,0,0,0,in,945600633482100736,1738525991394594909,Rudikoo_,https://twitter.com/Rudikoo_/status/1739243978741137657
192,Mon Dec 25 11:17:32 +0000 2023,1739243977415811340,@Melihat_Indo @mohmahfudmd Meskipun Gibran memberi pertanyaan dengan bahasa yang tidak dimengerti tapi Pak Mahfud memberi jawaban dengan baik dan jelas,0,0,0,0,in,1703698319678267393,1739141366876409865,AidaLani43626,https://twitter.com/AidaLani43626/status/1739243977415811340
